title,content,rating,created_at
Hài lòng,"Sách rất tốt, có các ví dụ dễ hiểu, bài tập để mình rèn luyện. Rất phù hợp với những bạn có trình độ thấp như mình. Có điều sách bị dính keo ở ngay gáy. 
Giao hàng chậmhơn dự kiến nhưng mà dịch vụ khách hàng bên tiki tệ quá, giao trễ thì nên cập nhật ngày giao mới luôn đi ạ :(((((((((",4,2021-08-13 21:36:42
Cực kì hài lòng,"sách ok lắm luôn, bọc cẩn thận, sách nhìn rõ nét, giấy dày. Trình bày các chủ đề và có thêm cả bài tập ngay trang bên cạnh. Phù hợp với các bạn học Tiếng Anh ở mức độ cơ bản, khá trở lên. 
Nên mua cho mình 1 quyển để nâng cao trình độ Tiếng Anh nha các bác. Đúng như lời đồn đây là một quyển sách Quốc dân !  ?",5,2021-07-26 11:13:18
Cực kì hài lòng,"Quyển này lần này mua để dạy con học. Bản cũ 30 năm trước mình học khổ nhỏ. Bản này in lại khổ lớn, bìa đẹp, cầm trên tay chắc chắn ưng ngay. Quyển này kinh điển nền tảng rồi, ai học tiếng Anh cũng nên có.",5,2023-09-08 07:07:08
"Cực ưng ý, cực hài lòng!","-Fahasa gói hàng luôn luôn kĩ, luôn quấn bọc chống sóc nhiều lớp.
-Giao cực nhanh, đặt 10h tối 25/1, sáng 26/1 đã có hàng.
-Hình thức so với bản cũ chỉn chu và thu hút người học hơn. Giao diện sáng, chữ, nền và hình ảnh hài hòa.
-Các ví dụ dễ hiểu, từ đơn giản đến khó hơn,  có bài tập để rèn luyện. Tuy vậy mình ko nỡ làm trực tiếp vô vì sợ hư sách.
-Rất đáng làm quyển sách gối đầu giường cho mọi đối tượng có nhu cầu tiếp xúc với tiếng Anh.",5,2021-01-26 14:46:56
Cực kì hài lòng,"Fahasa giao hàng rất nhanh ạ, mới đặt chiều hôm qua hôm nay đã nhận đc rồi 😊 áp mã giảm giá nên giá cũng rẻ, đóng gói cẩn thận, còn nội dung của sách thì đợi học một thời gian đã hy vọng đúng với mn review.",5,2022-03-21 19:10:36
Sách quá đẹp !!!!,"Fahasa giao sách nhanh, sách đc bọc kỹ ko chầy xước 1 chút nào, còn dùng túi giấy bọc sách để bảo vệ môi trường nữa, thêm 1 điểm cộng nữa nè

Sách ko phải bản in màu, nhưng chất lượng giấy rất tốt, ko bị nhoè gì cả, hình vẽ sắc nét. Trước khi mua mình đã phân vân hay là ra quán photo in vì trên mạng cũng có bản pdf sách này. Nhưng vẫn quyết định mua sách, và quyết định đó thiệt là đúng đắn

Nói qua về cấu trúc cuốn sách. 
- Đối tượng: phù hợp với người học trình độ trung cấp ( đã nắm cơ bản ngữ pháp) , ko phù hợp với người mới học trình độ sơ cấp, đoạn này các bạn cân nhắc kỹ nha

- Cấu trúc: Sách gồm 145 unit, mỗi unit gồm 2 trang sách đối diện nhau. Bên trái là giải thích và ví dụ, bên phải là phần bài tập, rất tiện để vừa học vừa theo dõi, mà ko bị quá dài, học đỡ oải :))). Ngoài ra đằng sau có phần Key để check phần trả lời của mình trong phần bài tập

- Tác giả Raymond Murphy cũng hướng dẫn mình các học rất chi tiết bằng những cách sau:
+ Đọc phần Content và tìm phần unit nào mà mình cảm thấy hứng thú thì học
+ Nếu ko chắc cần học phần nào thì ở trang 326 tác giả có 1 phần ""Study Giude"" làm bài tập phần đó, vướng mắc ở phần nào thì mình học phần unit đó
+ Cách học: Học phần giải thích và ví dụ ở bên trái trước, sau đó làm btap ở phần bên phải, sau đó check ở mục Key tr336. Nếu phần trả lời ko đúng, học lại phần bên trái và xem tại sao mình làm sai",5,2020-03-17 10:14:48
Cực kì hài lòng,"sau khi học được hơn 20 units, mình sẽ đưa ra một vài nhận xét chân thật nhất cho các bạn có nhu cầu nâng cao trình độ tiếng anh. Trước đây mình đã sử dụng cuốn vocab (elementary) sau đó quyết định mua thêm cuốn intermidiate và cuốn ngữ pháp. Mình rất hài lòng về chất lượng sách, cấu trúc bài học cũng như nội dung được sắp xếp rất logic. Sau mỗi chủ điểm ngữ pháp đều có thêm bài tập tổng hợp để hiểu rõ, phân biệt các cấu trúc ngữ pháp trong các ngữ cảnh khác nhau. Còn cuốn vocab thì mình rất thích luôn, cải biên rất nhiều so với lần tái bản trước. Ở mỗi từ mới đều có giải thích nghĩa kế bên 1 cách rất dễ hiểu, nêu ra luôn từ trái nghĩa ( nếu có). Đưa từ vựng đó vào ngữ cảnh thực tế. Đây cũng là lý do mình thích sử dụng sách nước ngoài để học ngoại ngữ, còn khi mình sử dụng cách sách tiếng Việt, nó phụ thuộc rất nhiều vào trình độ người viết, từ ngữ dịch k sát nghĩa cũng có thể khiến người học nhầm lần",5,2022-07-19 12:17:36
Cực kì hài lòng,"giao hàng nhanh, đóng gói đẹp. chất lượng kiến thức thì khỏi bàn, xem trên yb nhiều người recommend sách này lắm, mua thêm essential  với advanced nữa thì best grammar luôn,giấy mịn màng đẹp lắm. từ lúc mua tới giờ vẫn chưa dám dùng.....",5,2021-08-24 10:21:11
Cực kì hài lòng,"uy tín lắm nha mn. Sách dày, giấy đẹp, mịn cực ý mà các dạng ngữ pháp và bài tập đèu phong phú và dễ hiểu. Sẽ còn mua thêm Essential và Advanced nữa😁",5,2022-02-09 13:30:08
Cực kì hài lòng,"sách đẹp lắm lắm lắm lắmmmmm shop gói hàng cẩn thận nè, còn về nội dung sách thì không có gì để chê rồiiiiiiii giao đúng với dự kiến luôn huhu mình cứ tưởng sẽ phải lấy hàng sau tết cơ máy quá hihi mãi ủng hộ shop",5,2022-01-28 19:41:33
Cực kì hài lòng,"Nội dung dễ hiểu, giao hàng nhanh, tốttt",5,2024-09-23 18:35:19
Cực kì hài lòng,Sách đẹp.,5,2025-07-08 18:36:09
THÍCH,"Ko còn gì để chê luôn,  mình luôn tin tưởng tiki,  cứ muốn mua sách gì là cũng lên tiki hết... Mình nhhix quyển này sẽ dành cho những bạn có trình độ thấp như mình, mặc dù quyển này 100% tiếng Anh nhưng những từ vựng đc SD rất thân thuộc, dễ hiểu (trình độ thấp như mình vẫn SD đc luôn nha). Mình Nghe nhiều người nói làm xong quyển này thì sẽ nắm đc ngữ pháp rất chắc....Mình thì ko đi học thêm TA ở nhiều nơi mà mình tự tìm kiếm những tài liệu học TA tốt để tự học ở nhà mình ko mua những giáo trình như Engbreaking,... mình nghe nhiều người nói ko hiệu quả nên mình toàn tự mua những quyển như này về làm ở nhà thôi, mỗi người cũng có thể tham khảo mấy quyển Mai Lan Hương ấy. Cũng cực chất lượng nha...",5,2020-08-29 21:00:36
Cực kì hài lòng,,5,2025-07-27 14:44:56
Cực kì hài lòng,"Mình bấm nhầm x2 vào giỏ hàng, đang dư 1 cuốn, sách mới còn để nguyên. *** cho bạn nào cần giá 150k nhe!",5,2023-08-15 10:51:27
Cực kì hài lòng,"Sách mới, k bị rách góc, sẽ quay lại mua lần sau",5,2024-06-08 18:03:40
Cực kì hài lòng,"giao hàng rất nhanh, shiper thân thiện với cả bọc sách siêu xinh sách siêu đẹp luôn á mn k bung hay gấp mép hay gì hết mới cứng luôn vậy đó, ưng cái nư tuiiii. Ai có ý định mua thì mua lẹ đi nhaaaa",5,2021-03-23 21:54:28
Cực kì hài lòng,"Hàng giao nhanh, đóng hàng cẩn thận, shipper thân thiện, sách đẹp, mình sẽ cố gắng học hành cho đàng hoàng.",5,2023-08-30 21:41:07
Cực kì hài lòng,"Rất ưng ý luôn, sách này dành cho những bạn có vốn từ vựng kha khá để hiểu nè, trình bày cực dễ nhìn. Nói chung là không phí phạm khi mua cuốn này đâu. Sách ni là sách ngữ pháp tiếng Anh mà mình thích nhất từ trước đến giờ",5,2021-08-19 06:51:49
Cực kì hài lòng,,5,2025-05-11 18:02:41
Cực kì hài lòng,"sách đẹp và đóng gói kĩ lắm nhe, sẽ tiếp tục ủng hộ fahasa. Mua ở fahasa bao giờ cũng yên tâm vì từ bé giờ mị toàn mua ở đây.
mong là mị đủ chăm chỉ để làm xong cuốn này❤
à sách có 8 bài về các phrasal verbs cơ bản nữa nhe",5,2021-12-13 18:49:12
Cực kì hài lòng,"Sách dày, giấy tốt, giá rẻ. Giao khá lâu.
Những đơn vị kiến thức lớn (vd: tenses, modals...) đều được chia thành nhiều Unit. Đặc biệt trong sách nhấn mạnh việc so sánh những điểm ngữ pháp giống nhau (đều có Unit riêng cho những phần so sánh này), đỡ mắc công người học phải tự tổng hợp kiến thức sau đó so sánh. Lượng kiến thức ở mỗi Unit không nhiều nên chỉ cần 5' để đọc xong phần lý thuyết + làm bài tập ở trang bên cạnh, nên dễ có cảm giác thành tựu và học đỡ nản hơn cuốn Destination.",5,2020-12-02 11:07:51
Cực kì hài lòng,"Sản phẩm được đóng gói kỹ, vận chuyển nhanh chóng, shipper nhiệt tình dễ thương. Sách dày dặn và in rõ nét, chất lượng giấy tốt. Nội dung cũng rất thú vị và bổ ích",5,2022-03-31 19:28:37
Cực kì hài lòng,"Sách chất lượng. Dễ học. Chất lượng giấy và mực in rất ok với giá. 
Fahasa và tiki ship nhanh lắm. Chiều hôm qua mình đặt, sáng hôm sau đã nhận được sách. Mình cám ơn!!!",5,2022-03-24 10:26:02
Cực kì hài lòng,"Mua sách của TiKi chưa bao giờ làm mình thất vọng. Mình đặt từ hôm chủ nhật, chiều thứ hai là nhận được hàng. Chất lượng thì giấy khá tốt, bìa hơi mỏng nên khi mở tránh bị gấp nếp. Đánh giá 5 sao cho cả chị shipper dễ thương nữa.",5,2020-12-07 15:28:34
Cực kì hài lòng,"Sách tốt, dày, các bài học được chia khoa học và dễ hiểu. Giao hàng nhanh, shipper thân thiện.🥰🥰",5,2021-10-19 15:30:17
Hài lòng,"Ủa sao mình thấy quyển này không chi tiết bằng quyển ngữ pháp MLH vậy ta, mình có mua nhầm sách khác không nhỉ, mong đợi dữ lắm à nghen mà giờ vậy",4,2023-05-23 19:52:24
Cực kì hài lòng,"Sách cực tốt cho các bạn tự học nhé. Mình bắt đầu học từ con số 0 và giờ đã đi được hơn 50 Unit, thật sự cảm thấy tiếng Anh tốt lên rất nhiều rồi, không còn lơ mơ nhiều trước. Sách toàn bằng tiếng Anh nên mấy Unit đầu mình phải tra nhiều từ để hiểu nhưng càng về sau lượng từ nhiều hơn nên học rất nhanh. Mỗi Unit đều có nhiều ví dụ và bài tập có đáp án nên rất dễ hiểu. Thật sự recommend các bạn bắt đầu tự học nên học cuốn này nha!",5,2021-10-03 16:45:39
Cực kì hài lòng,"Sách được bọc trong seal, hộp đựng vuông vức, không móp méo",5,2023-02-16 11:48:26
Rất không hài lòng,"ủa tại sao không giao hàng cho người ta mà tự xác nhận đã giao hàng là saoo? lấy tiền của người ta luôn vậy hả? nhắn tin thì không trả lời là saoo, đặt hàng từ 13/8 đến 9/10 vẫn chưa thấy giao hàng mà lại tự xác nhận đã giao hàng???",1,2021-10-09 09:37:40
Cực kì hài lòng,"Cuốn sách đáng mua để học TA. Nội dung biên soạn rất dễ hiểu, phù hợp cho những người muốn ôn tập hệ thống lại ngữ pháp. Chất liệu giấy tốt. Rất đáng đầu tư",5,2023-01-20 11:08:21
Hài lòng,"Chất lượng in tốt, giấy cũng rất đẹp, không có màu nhưng vẫn chấp nhận được. Trừ 1 sao vì shipper thái độ phục vụ quá kém, giao lần thứ 2 thì thái độ tốt hơn. Mình mua hàng của tiki được 4-5 năm nay rồi, chưa lần nào gặp shipper thái độ bất lịch sự trịch thượng như thế, mà lại còn là nữ nữa. Mong rằng lần sau sẽ không gặp trường hợp như thế nữa.",4,2021-04-02 15:29:42
Cực kì hài lòng,,5,2025-03-15 09:31:48
Cực kì hài lòng,"Sách học ngữ pháp khá tuyệt mặc dù hoàn toàn bằng Tiếng Anh, sẽ khá cực cho những bạn mới bắt đầu nhưng nếu siêng năng ngồi dịch từng từ thì bạn cũng học được kha khá từ vựng mới rồi đấy. Chúc mn thành công trong con đường chinh phục Tiếng Anh.??❤️?❤️",5,2021-05-09 15:04:22
Cực kì hài lòng,"Giao hàng nhanh mùa dịch mà mua 1 ngày sau có luôn rồi. Đóng gói kĩ, có miếng xốp giúp bìa k rách hay nhàu nát. Sách in chuẩn, dày, nội dung cực đa dạng phong phú phù hợp học ngữ pháp. Lưu ý cho ai mua về tránh để sách nơi ẩm nếu k giấy bị phồng cong. Bìa sách cũng mỏng nếu lỡ đè tay có thể bị gập, cần chú ý. Nói chung rất ưng ý, vượt xa kì vọng.",5,2020-04-26 18:53:28
Cực kì hài lòng,"Nội dung dễ hiểu , kiến thức bổ ích , đóng gói tốt",5,2022-09-08 20:21:23
Cực kì hài lòng,"mấy bạn nên nói chung là nên mua, sách vừa nổi tiếng vừa là sách của Cambrige nên khỏi bàn về mặt nội dung💯💯đã thế FAHASHA in sách rất chất lượng nhưng mà mong bên FAHASHA gói sách chặt xíu chi cẩy hộp hắn lỏng☺☺",5,2022-05-06 14:10:00
Rất không hài lòng,"Trong mùa dịch ai cũng khó khăn, là khách hàng mình cũng rất thông cảm với Tiki, nhưng việc trì hoãn giao hàng nhiều lần, hứa hẹn tới lui từ 30/7 đến nay vẫn chưa giao thì thật sự dịch vụ của Tiki quá tệ, cần xem lại. Nhìn sang các đơn vị cung cấp dịch vụ khác như *** với ***, cùng khó khăn như Tiki nhưng họ vẫn xoay sở giao hàng cho khách với lead time chấp nhận được. Cảm thấy thật sự thất vọng vì đã luôn ủng hộ Tiki, đơn hàng thì đã trả tiền trước rồi nên bây giờ hủy cũng chả được, đành ngồi đợi trong vô vọng.",1,2021-08-14 10:48:08
Cực kì hài lòng,"sách ổn, giao hàng hơi chậm chút, sách dễ hiểu giúp người như mình tìm lại được niềm vui trong việc học tiếng anh, hào hứng hơn hẳn, vì cũng dễ hiểu mà có ích cho việc thi",5,2022-06-03 23:41:14
Cực kì hài lòng,"Cuốn sách hữu ích tổng hợp đầy đủ kiến thức ngữ pháp và bài tập thực hành hợp lý. Ngày nào mình cũng học 3 bài vì mỗi lần học cuốn sách này mình thấy lôi cuốn lắm. Mình mua cả 3 loại từ cơ bản đến nâng cao, mong ngữ pháp Tiếng Anh của mình được cải thiện. Giá mà hồi xưa học đại học (10 năm trước) mình được học cuốn sách này thì hay biết mấy. Chắc chắn sẽ ko bị hổng kiến thức như bây giờ. Cảm ơn nhà sách Fahasha đã đóng bọc cẩn thận và giao hàng trong mùa dịch cho mình.",5,2021-08-01 02:21:19
Cực kì hài lòng,"Sách hay, bài tập theo group từ nên tuyệt vời. Mỗi ngày làm một bài thì sẽ master sau 5 months",5,2023-06-25 12:19:21
Cực kì hài lòng,,5,2025-01-17 20:30:45
Cực kì hài lòng,,5,2025-01-17 14:25:12
Cực kì hài lòng,"Sách đẹp lắm luôn ạ, nội dung sách bạn nào đang phân vân thì không cần lo đâu ạ, nó hay lắm luôn. Mk ko chụp ảnh vì lười quá, hihi",5,2022-05-22 13:10:27
Cực kì hài lòng,"chắc do dịch nên so với hẹn thì giao trễ hơn 1 ngày. đặt t2 hẹn t4 mà t5 nhận, trong khi đó đơn hàng khác đặt t4 mà tối t5 đã đến tay :)) nhưng mà sách rất gì và này nọ, gói cũng cẩn thận nữa. 5*",5,2021-07-22 19:12:55
Cực kì hài lòng,"giao hàng nhanh hơn dự kiến, sách ok không kh vấn đề gì nma shop đóng hàng siêu ẩu, hộp móp méo hết may sách không sao, rút kinh nghiệm nhé shop đợt sau tớ quay lại mua tiếp mua rằng shop đã cẩn thận hơn trong việc đóng gói",5,2022-03-01 13:59:31
Cực kì hài lòng,"Giao hàng ok, đóng gói tạm ổn.",5,2023-08-27 20:09:29
Cực kì hài lòng,"nội dung rõ ràng, dc chia chủ đề và có hình minh hoạ đa dạng nhiều ví dụ",5,2023-07-15 12:54:49
Cực kì hài lòng,"Sách rất hay và bổ ích, Fahasa giao hàng nhanh, mới đặt hôm trước mà hôm sau đã nhận được hàng rồi",5,2023-08-17 12:37:41
Cực kì hài lòng,"Sách dày, đẹp, được bọc kỹ càng. Tiki giao hàng rất đúng thời gian. Hàng mua được ngay lúc giảm giá nên rất ok cho một quyển sách chất lượng",5,2022-08-11 17:29:00
Cực kì hài lòng,"Thấy mọi ng reviews nhiều nên mình mua và thấy rất hay về cấu trúc, ngữ pháp nha. Mình nghĩ các bạn nào cần thì nên mua, để có kiến thức vững chắc nha, quyển sách to lắm cầm nặng tay nha🥰🥰🥰",5,2021-12-02 09:53:11
Cực kì hài lòng,"Sách rất đẹp và hữu ích nha, vừa đặt hôm qua hôm nay đã có luôn rồi thích quá hihi",5,2021-07-16 11:06:35
Cực kì hài lòng,"Hàng đến nhanh hơn dự kiến, sách in đẹp, rõ chữ.",5,2023-10-06 16:20:54
Cực kì hài lòng,Cuốn sách kinh điển về ngữ pháp rồi. Ko cần phải nói thêm. Bonus in ấn sạch đẹp ngay ngắn.,5,2023-08-19 13:46:46
Cực kì hài lòng,"Giao hàng rất nhanh, siêu nhanh, nhưng đóng gói hàng hơi ẩu nên bị nóp gáy sách",5,2022-06-17 14:36:44
Cực kì hài lòng,"Giao hàng cực kỳ nhanh, ord hum qua là hum nay nhận được luôn . Đóng gói đẹp, sách không bị cong mép hay gì cả 💜",5,2021-12-18 21:48:55
Bình thường,bị rách 1 tí ở phần gáy bìa sách,3,2023-11-03 07:05:15
Cực kì hài lòng,"đóng gói cẩn thận , sách rất đẹp mực in rõ ràng tuyệt lắm ạ",5,2022-07-14 12:22:23
Cực kì hài lòng,"Mình nhận đc hàng sau 5 ngày, sách mới nhưng đóng gói ko cẩn thận nên có 1 vệt như trong hình. Shop lần sau chú ý khi đóng hàng nhé",3,2022-03-01 14:02:47
Cực kì hài lòng,"Sách rất hữu ích cho những bạn muốn tự học, tự ôn luyện ngữ pháp",5,2023-10-20 16:20:22
Cực kì hài lòng,"Oki lắm nha. Nội dung dễ hỉu, bài tập nhìu khỏi phải bàn",5,2023-07-01 12:20:04
Cực kì hài lòng,"Sách viết bằng Tiếng Anh nhưng khá dễ hiểu và dễ học. Sách dày lắm mọi người, giấy trơn viết cũng khá thích. Ai muốn học lại ngữ pháp thì có thể tham khảo sách này. Mình học thấy khá ổn đó",5,2021-04-07 18:44:13
Cực kì hài lòng,,5,2024-08-31 16:23:50
Cực kì hài lòng,"Sách in đẹp, sách mình nhận phẳng phiu và mấy góc giấy không nhăn không gãy miếng nào luôn. Đặc biệt Tiki giao hàng siêu siêu nhanh, sáng mình đặt mà tầm chiều tối đã nhận hàng rồi.",5,2020-12-28 20:09:41
Cực kì hài lòng,Giao hàng nhanh shop đóng gói rất cẩn thận tuy nhiên sách có  chỗ bị rách nhỏ đường cắt giấy ko bằng,5,2021-07-19 19:30:02
Cực kì hài lòng,,5,2024-08-15 16:44:59
Cực kì hài lòng,"Cuốn sách về ngữ pháp tiếng Anh tốt nhất mình từng sử dụng để học tiếng Anh. Từ edition đầu tiên tới bây giờ, mình luôn mua edition mới hơn để tự ôn lại các cấu trúc khó hoặc đôi khi xem lại những mẫu câu hay dùng",5,2021-10-15 18:57:29
Vận chuyển kém,"Nội đứng sách thì ko phải bàn vì đã là cuốn kinh điển rồi. Nhưng tôi vote 1sao vì rất thất vọng về dịch vụ giao hàng của Tiki gần đây. Hộp đựng bị quăng quật, trời mưa cũng ko che chắn làm nước vào hỏng cả một phần sách.",1,2020-04-06 10:29:12
Cực kì hài lòng,"đóng hàng , chất lượng giấy , mực in , nội dung 10 điểm",5,2022-12-23 19:11:37
Cực kì hài lòng,"Giao nhanh, sách dày, bài tập nhiều",5,2023-09-19 21:20:57
Hài lòng,"sao cuốn sách truyền tới tay mik lại k có bọc ni lông bao bên ngoài @@ có hơi nhăn, chắc sách này là hàng trưng bày quá :(, nhưng mà nội dung thì quá ok",4,2021-10-27 23:49:51
Cực kì hài lòng,"Sách đẹp, k bị hư, đóng gói kĩ lưỡng, giao hàng nhanh. Cảm ơn shop",5,2023-04-04 19:40:04
Cực kì hài lòng,"Vẫn cho shop 5 sao nhưng có lẽ vì vận chuyển nên sách bị rách 1 chút nhưng k sao 
Sách đẹp mn nên mua",5,2021-12-05 19:18:52
Hài lòng,,4,2024-07-07 01:21:49
Cực kì hài lòng,Huu ich,5,2023-12-29 06:31:04
Cực kì hài lòng,"nhận hàng thì hộp đựng bị móp méo nhưng được cái sách khá đẹp, không bị úa màu hay nhàu, nội dung cơ bản cho người mới bắt đầu.",5,2021-11-17 23:19:20
Cực kì hài lòng,"Màu đẹp, hình ảnh rõ nét. Cám ơn Fahasa & Tiki",5,2023-06-19 12:47:39
Cực kì hài lòng,"giao hàng nhanh, sách đẹp miễn bàn",5,2021-10-23 09:37:03
Cực kì hài lòng,Không biết sao trên sách lại in FAHASA nhỉ???,5,2023-06-08 14:26:40
Cực kì hài lòng,,5,2024-06-01 18:04:19
Cực kì hài lòng,"Đóng gói cẩn thẩn
Chất lượng tốt",5,2022-07-30 07:41:49
Cực kì hài lòng,"Sản phẩm mới, đóng gói kỹ, giao hàng nhanh",5,2022-06-22 19:42:18
Cực kì hài lòng,"Sách này rất bổ ích cho những bạn tự học tiếng Anh như mình. Các bạn đang ôn thi THPTQG hay thi TOEIC, IELTS... cần học grammar cơ bản thì mình rất highly recommend nha. Sharing cách học của mình là 1 ngày 1 unit, kiên trì như thế thì khoảng 3 tháng đã học xong rồi. 👍🏻👍🏻",5,2020-12-11 10:36:48
Cực kì hài lòng,"Dạ sách khá là đẹp ạ. Nhưng có một chút xíu sai sót là bìa sách có rách một chút, mọi người dùng cẩn thận chắc không có vấn đề lớn đâu ạ.",5,2021-08-01 21:06:57
Cực kì hài lòng,"Giao nhanh, đóng gói tốt",5,2023-08-11 20:57:27
Cực kì hài lòng,,5,2024-05-07 15:42:01
Cực kì hài lòng,Sách đẹp tốt,5,2021-11-25 00:05:53
Cực kì hài lòng,Mở sách ra là muốn học liền,5,2023-06-28 20:48:04
Cực kì hài lòng,,5,2024-04-21 08:35:59
Cực kì hài lòng,"chất lượng sách tốt, giao hàng khá nhanh.",5,2021-12-17 17:44:40
Cực kì hài lòng,Là sách photo nhưng rất đẹp và sắc nét. Đóng hàng cẩn thận. Rất hài lòng.,5,2021-07-02 12:46:32
Cực kì hài lòng,"Great book, great package",5,2023-12-27 08:28:09
Cực kì hài lòng,"sách bao rất kĩ, năm mới nên fahasa cải thiện việc vận chuyển hay sao í. nhận sách của fahasa sớm qua không quen cho lắm hihi😆",5,2022-02-13 14:22:38
Cực kì hài lòng,,5,2024-02-24 19:06:23
Cực kì hài lòng,sách đến tay mình thì rất chắc chắn tuy có những chỗ bị trầy xước nhưng nó cũng ít ảnh hưởng tới kiến thức trong sách 👍,5,2021-08-17 19:52:46
Hài lòng,"Sách hơi móp nha, còn lại thì ổn",4,2022-11-01 17:31:40
